time_s,temperature_K,pressure_Pa,quench_active,NH3_mol,N2_mol,H2_mol,CO2_mol,CO_mol,H2O_mol,Fe_mol,FeO_mol,CN_mol,HCN_mol,H2S_mol,HS_mol,cumulative_H2_from_NH3_mol,cumulative_H2_from_Fe_H2O_mol,cumulative_N2_from_NH3_mol
0.0,2800.0,298875739.68200165,0,7.897586215805506e+22,0.0,0.0,9.997841375157636e+19,0.0,5.550843506179199e+22,1.0027755394395202e+20,0.0,0.0,0.0,9.976262363963394e+16,0.0,0.0,0.0,0.0
3158918918.918919,2798.281330869137,298782973.3357663,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0073359225451245e+23,9.993534400568114e+19,4.306974589522196e+16,5.546906705879975e+22,6.0866481205817836e+19,3.941107273813418e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,3.936800299223896e+19,3.3564741417173403e+22
6317837837.837838,2796.562661738274,298690207.78420943,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0074952814202382e+23,9.991415022343956e+19,6.426352813679554e+16,5.545313117128837e+22,4.49093999122017e+19,5.536815403175032e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,5.530389050361351e+19,3.3564741417173403e+22
9476756756.756758,2794.843992607411,298597443.44656307,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0076128281427618e+23,9.98985144394231e+19,7.989931215325083e+16,5.544137649903602e+22,3.3139091875833078e+19,6.713846206811894e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,6.705856275596568e+19,3.3564741417173403e+22
12635675675.675676,2793.125323476548,298504680.7417992,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0076995486493762e+23,9.988697757783256e+19,9.143617374378922e+16,5.543270444837458e+22,2.44555043528023e+19,7.58220495911497e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,7.573061341740592e+19,3.3564741417173403e+22
15794594594.594597,2791.406654345685,298411920.0886242,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0077635353755e+23,9.987846428401751e+19,9.99494675588515e+16,5.542630577576219e+22,1.804831844660021e+19,8.222923549735179e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,8.212928602979295e+19,3.3564741417173403e+22
18953513513.513515,2789.687985214822,298319161.9054719,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0078107525371887e+23,9.987218169730253e+19,1.0623205427382786e+17,5.5421584059593315e+22,1.3320319691013091e+19,8.695723425293892e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,8.68510021986651e+19,3.3564741417173403e+22
22112432432.432434,2787.9693160839593,298226406.610497,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0078455975622796e+23,9.986754507004667e+19,1.1086868152968413e+17,5.541809955708423e+22,9.83118055467402e+18,9.044637338927799e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,9.033550470774832e+19,3.3564741417173403e+22
25271351351.351353,2786.2506469530963,298133654.6215691,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0078713136263757e+23,9.986412304866899e+19,1.1429070290737128e+17,5.541552795067462e+22,7.256152123684329e+18,9.302140182026768e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,9.290711111736032e+19,3.3564741417173403e+22
28430270270.27027,2784.5319778222333,298040906.3562659,0,1.1846379323708259e+22,3.3564741417173403e+22,1.0078902931388713e+23,9.986159738403894e+19,1.1681636753741318e+17,5.541362999942507e+22,5.355675209499563e+18,9.492187873445244e+19,0.0,0.0,9.976262363963394e+16,0.0,1.0069422425152021e+23,9.480506236691504e+19,3.3564741417173403e+22
